time,co2mass,scenario
1850-01-16 12:00:00,2213998000000000.0,historical
1850-02-15 00:00:00,2214179500000000.0,historical
1850-03-16 12:00:00,2214300900000000.0,historical
1850-04-16 00:00:00,2214424100000000.0,historical
1850-05-16 12:00:00,2214698000000000.0,historical
1850-06-16 00:00:00,2214937300000000.0,historical
1850-07-16 12:00:00,2215213800000000.0,historical
1850-08-16 12:00:00,2215276600000000.0,historical
1850-09-16 00:00:00,2215131400000000.0,historical
1850-10-16 12:00:00,2214923400000000.0,historical
1850-11-16 00:00:00,2214844600000000.0,historical
1850-12-16 12:00:00,2214894400000000.0,historical
1851-01-16 12:00:00,2215057000000000.0,historical
1851-02-15 00:00:00,2215138900000000.0,historical
1851-03-16 12:00:00,2215338400000000.0,historical
1851-04-16 00:00:00,2215550200000000.0,historical
1851-05-16 12:00:00,2215792600000000.0,historical
1851-06-16 00:00:00,2216072400000000.0,historical
1851-07-16 12:00:00,2216335300000000.0,historical
1851-08-16 12:00:00,2216353300000000.0,historical
1851-09-16 00:00:00,2216229700000000.0,historical
1851-10-16 12:00:00,2216057400000000.0,historical
1851-11-16 00:00:00,2216057100000000.0,historical
1851-12-16 12:00:00,2216051200000000.0,historical
1852-01-16 12:00:00,2216226500000000.0,historical
1852-02-15 00:00:00,2216351400000000.0,historical
1852-03-16 12:00:00,2216548700000000.0,historical
1852-04-16 00:00:00,2216723500000000.0,historical
1852-05-16 12:00:00,2216907400000000.0,historical
1852-06-16 00:00:00,2217240400000000.0,historical
1852-07-16 12:00:00,2217499700000000.0,historical
1852-08-16 12:00:00,2217524900000000.0,historical
1852-09-16 00:00:00,2217351100000000.0,historical
1852-10-16 12:00:00,2217118400000000.0,historical
1852-11-16 00:00:00,2217007600000000.0,historical
1852-12-16 12:00:00,2217023900000000.0,historical
1853-01-16 12:00:00,2217269400000000.0,historical
1853-02-15 00:00:00,2217426800000000.0,historical
1853-03-16 12:00:00,2217535400000000.0,historical
1853-04-16 00:00:00,2217688400000000.0,historical
1853-05-16 12:00:00,2217918200000000.0,historical
1853-06-16 00:00:00,2218223200000000.0,historical
1853-07-16 12:00:00,2218511800000000.0,historical
1853-08-16 12:00:00,2218558900000000.0,historical
1853-09-16 00:00:00,2218322800000000.0,historical
1853-10-16 12:00:00,2218158500000000.0,historical
1853-11-16 00:00:00,2218064900000000.0,historical
1853-12-16 12:00:00,2218076700000000.0,historical
1854-01-16 12:00:00,2218179900000000.0,historical
1854-02-15 00:00:00,2218370000000000.0,historical
1854-03-16 12:00:00,2218486700000000.0,historical
1854-04-16 00:00:00,2218638100000000.0,historical
1854-05-16 12:00:00,2218837100000000.0,historical
1854-06-16 00:00:00,2219109200000000.0,historical
1854-07-16 12:00:00,2219361100000000.0,historical
1854-08-16 12:00:00,2219347800000000.0,historical
1854-09-16 00:00:00,2219201800000000.0,historical
1854-10-16 12:00:00,2219027300000000.0,historical
1854-11-16 00:00:00,2218991000000000.0,historical
1854-12-16 12:00:00,2218916200000000.0,historical
1855-01-16 12:00:00,2219106800000000.0,historical
1855-02-15 00:00:00,2219210100000000.0,historical
1855-03-16 12:00:00,2219335100000000.0,historical
1855-04-16 00:00:00,2219487800000000.0,historical
1855-05-16 12:00:00,2219711800000000.0,historical
1855-06-16 00:00:00,2219921000000000.0,historical
1855-07-16 12:00:00,2220093700000000.0,historical
1855-08-16 12:00:00,2220182100000000.0,historical
1855-09-16 00:00:00,2219999500000000.0,historical
1855-10-16 12:00:00,2219758600000000.0,historical
1855-11-16 00:00:00,2219710900000000.0,historical
1855-12-16 12:00:00,2219706300000000.0,historical
1856-01-16 12:00:00,2219729700000000.0,historical
1856-02-15 00:00:00,2219947700000000.0,historical
1856-03-16 12:00:00,2220083100000000.0,historical
1856-04-16 00:00:00,2220251800000000.0,historical
1856-05-16 12:00:00,2220415500000000.0,historical
1856-06-16 00:00:00,2220657400000000.0,historical
1856-07-16 12:00:00,2220953900000000.0,historical
1856-08-16 12:00:00,2221033400000000.0,historical
1856-09-16 00:00:00,2220866400000000.0,historical
1856-10-16 12:00:00,2220664700000000.0,historical
1856-11-16 00:00:00,2220586000000000.0,historical
1856-12-16 12:00:00,2220653800000000.0,historical
1857-01-16 12:00:00,2220750000000000.0,historical
1857-02-15 00:00:00,2220948300000000.0,historical
1857-03-16 12:00:00,2221216200000000.0,historical
1857-04-16 00:00:00,2221375200000000.0,historical
1857-05-16 12:00:00,2221558300000000.0,historical
1857-06-16 00:00:00,2221849300000000.0,historical
1857-07-16 12:00:00,2222137000000000.0,historical
1857-08-16 12:00:00,2222222300000000.0,historical
1857-09-16 00:00:00,2222070600000000.0,historical
1857-10-16 12:00:00,2221892100000000.0,historical
1857-11-16 00:00:00,2221910500000000.0,historical
1857-12-16 12:00:00,2221910300000000.0,historical
1858-01-16 12:00:00,2222097400000000.0,historical
1858-02-15 00:00:00,2222318500000000.0,historical
1858-03-16 12:00:00,2222462500000000.0,historical
1858-04-16 00:00:00,2222714700000000.0,historical
1858-05-16 12:00:00,2222902500000000.0,historical
1858-06-16 00:00:00,2223180700000000.0,historical
1858-07-16 12:00:00,2223509000000000.0,historical
1858-08-16 12:00:00,2223581300000000.0,historical
1858-09-16 00:00:00,2223406300000000.0,historical
1858-10-16 12:00:00,2223234700000000.0,historical
1858-11-16 00:00:00,2223173200000000.0,historical
1858-12-16 12:00:00,2223233300000000.0,historical
1859-01-16 12:00:00,2223425000000000.0,historical
1859-02-15 00:00:00,2223650300000000.0,historical
1859-03-16 12:00:00,2223836900000000.0,historical
1859-04-16 00:00:00,2223998000000000.0,historical
1859-05-16 12:00:00,2224165700000000.0,historical
1859-06-16 00:00:00,2224499700000000.0,historical
1859-07-16 12:00:00,2224819600000000.0,historical
1859-08-16 12:00:00,2224950000000000.0,historical
1859-09-16 00:00:00,2224793000000000.0,historical
1859-10-16 12:00:00,2224628900000000.0,historical
1859-11-16 00:00:00,2224609900000000.0,historical
1859-12-16 12:00:00,2224698800000000.0,historical
1860-01-16 12:00:00,2224847800000000.0,historical
1860-02-15 00:00:00,2225030400000000.0,historical
1860-03-16 12:00:00,2225243200000000.0,historical
1860-04-16 00:00:00,2225474600000000.0,historical
1860-05-16 12:00:00,2225734700000000.0,historical
1860-06-16 00:00:00,2226013400000000.0,historical
1860-07-16 12:00:00,2226339000000000.0,historical
1860-08-16 12:00:00,2226470600000000.0,historical
1860-09-16 00:00:00,2226335900000000.0,historical
1860-10-16 12:00:00,2226168500000000.0,historical
1860-11-16 00:00:00,2226133100000000.0,historical
1860-12-16 12:00:00,2226207400000000.0,historical
1861-01-16 12:00:00,2226303100000000.0,historical
1861-02-15 00:00:00,2226556700000000.0,historical
1861-03-16 12:00:00,2226708600000000.0,historical
1861-04-16 00:00:00,2226993400000000.0,historical
1861-05-16 12:00:00,2227164100000000.0,historical
1861-06-16 00:00:00,2227415300000000.0,historical
1861-07-16 12:00:00,2227797500000000.0,historical
1861-08-16 12:00:00,2227855100000000.0,historical
1861-09-16 00:00:00,2227713200000000.0,historical
1861-10-16 12:00:00,2227527000000000.0,historical
1861-11-16 00:00:00,2227429800000000.0,historical
1861-12-16 12:00:00,2227535400000000.0,historical
1862-01-16 12:00:00,2227683200000000.0,historical
1862-02-15 00:00:00,2227896400000000.0,historical
1862-03-16 12:00:00,2228072300000000.0,historical
1862-04-16 00:00:00,2228283800000000.0,historical
1862-05-16 12:00:00,2228530200000000.0,historical
1862-06-16 00:00:00,2228864400000000.0,historical
1862-07-16 12:00:00,2229058200000000.0,historical
1862-08-16 12:00:00,2229184000000000.0,historical
1862-09-16 00:00:00,2228979800000000.0,historical
1862-10-16 12:00:00,2228844600000000.0,historical
1862-11-16 00:00:00,2228824600000000.0,historical
1862-12-16 12:00:00,2228924700000000.0,historical
1863-01-16 12:00:00,2229038200000000.0,historical
1863-02-15 00:00:00,2229265700000000.0,historical
1863-03-16 12:00:00,2229395300000000.0,historical
1863-04-16 00:00:00,2229618500000000.0,historical
1863-05-16 12:00:00,2229867000000000.0,historical
1863-06-16 00:00:00,2230154700000000.0,historical
1863-07-16 12:00:00,2230468000000000.0,historical
1863-08-16 12:00:00,2230508600000000.0,historical
1863-09-16 00:00:00,2230300000000000.0,historical
1863-10-16 12:00:00,2230168700000000.0,historical
1863-11-16 00:00:00,2230064900000000.0,historical
1863-12-16 12:00:00,2230103400000000.0,historical
1864-01-16 12:00:00,2230311800000000.0,historical
1864-02-15 00:00:00,2230490700000000.0,historical
1864-03-16 12:00:00,2230717200000000.0,historical
1864-04-16 00:00:00,2230905500000000.0,historical
1864-05-16 12:00:00,2231163000000000.0,historical
1864-06-16 00:00:00,2231428800000000.0,historical
1864-07-16 12:00:00,2231765800000000.0,historical
1864-08-16 12:00:00,2231871700000000.0,historical
1864-09-16 00:00:00,2231735900000000.0,historical
1864-10-16 12:00:00,2231462100000000.0,historical
1864-11-16 00:00:00,2231442200000000.0,historical
1864-12-16 12:00:00,2231541500000000.0,historical
1865-01-16 12:00:00,2231698800000000.0,historical
1865-02-15 00:00:00,2231892900000000.0,historical
1865-03-16 12:00:00,2232119000000000.0,historical
1865-04-16 00:00:00,2232278000000000.0,historical
1865-05-16 12:00:00,2232492900000000.0,historical
1865-06-16 00:00:00,2232800800000000.0,historical
1865-07-16 12:00:00,2233049200000000.0,historical
1865-08-16 12:00:00,2233141800000000.0,historical
1865-09-16 00:00:00,2233030500000000.0,historical
1865-10-16 12:00:00,2232941100000000.0,historical
1865-11-16 00:00:00,2232860200000000.0,historical
1865-12-16 12:00:00,2232998200000000.0,historical
1866-01-16 12:00:00,2233101700000000.0,historical
1866-02-15 00:00:00,2233265800000000.0,historical
1866-03-16 12:00:00,2233457100000000.0,historical
1866-04-16 00:00:00,2233690600000000.0,historical
1866-05-16 12:00:00,2233964800000000.0,historical
1866-06-16 00:00:00,2234219300000000.0,historical
1866-07-16 12:00:00,2234469900000000.0,historical
1866-08-16 12:00:00,2234537800000000.0,historical
1866-09-16 00:00:00,2234373100000000.0,historical
1866-10-16 12:00:00,2234267800000000.0,historical
1866-11-16 00:00:00,2234234100000000.0,historical
1866-12-16 12:00:00,2234304400000000.0,historical
1867-01-16 12:00:00,2234533200000000.0,historical
1867-02-15 00:00:00,2234623200000000.0,historical
1867-03-16 12:00:00,2234831500000000.0,historical
1867-04-16 00:00:00,2234999800000000.0,historical
1867-05-16 12:00:00,2235185000000000.0,historical
1867-06-16 00:00:00,2235514000000000.0,historical
1867-07-16 12:00:00,2235858500000000.0,historical
1867-08-16 12:00:00,2235887900000000.0,historical
1867-09-16 00:00:00,2235707000000000.0,historical
1867-10-16 12:00:00,2235507300000000.0,historical
1867-11-16 00:00:00,2235487900000000.0,historical
1867-12-16 12:00:00,2235536900000000.0,historical
1868-01-16 12:00:00,2235672600000000.0,historical
1868-02-15 00:00:00,2235910300000000.0,historical
1868-03-16 12:00:00,2236041000000000.0,historical
1868-04-16 00:00:00,2236249100000000.0,historical
1868-05-16 12:00:00,2236426900000000.0,historical
1868-06-16 00:00:00,2236768500000000.0,historical
1868-07-16 12:00:00,2237011000000000.0,historical
1868-08-16 12:00:00,2237041800000000.0,historical
1868-09-16 00:00:00,2236855300000000.0,historical
1868-10-16 12:00:00,2236660000000000.0,historical
1868-11-16 00:00:00,2236540000000000.0,historical
1868-12-16 12:00:00,2236542100000000.0,historical
1869-01-16 12:00:00,2236690400000000.0,historical
1869-02-15 00:00:00,2236928200000000.0,historical
1869-03-16 12:00:00,2237013000000000.0,historical
1869-04-16 00:00:00,2237210500000000.0,historical
1869-05-16 12:00:00,2237352000000000.0,historical
1869-06-16 00:00:00,2237620000000000.0,historical
1869-07-16 12:00:00,2237901000000000.0,historical
1869-08-16 12:00:00,2237963700000000.0,historical
1869-09-16 00:00:00,2237808200000000.0,historical
1869-10-16 12:00:00,2237635800000000.0,historical
1869-11-16 00:00:00,2237606700000000.0,historical
1869-12-16 12:00:00,2237556200000000.0,historical
1870-01-16 12:00:00,2237712500000000.0,historical
1870-02-15 00:00:00,2237902400000000.0,historical
1870-03-16 12:00:00,2238096500000000.0,historical
1870-04-16 00:00:00,2238212700000000.0,historical
1870-05-16 12:00:00,2238427000000000.0,historical
1870-06-16 00:00:00,2238675000000000.0,historical
1870-07-16 12:00:00,2238952100000000.0,historical
1870-08-16 12:00:00,2238984700000000.0,historical
1870-09-16 00:00:00,2238794400000000.0,historical
1870-10-16 12:00:00,2238589600000000.0,historical
1870-11-16 00:00:00,2238551500000000.0,historical
1870-12-16 12:00:00,2238591300000000.0,historical
1871-01-16 12:00:00,2238755900000000.0,historical
1871-02-15 00:00:00,2238902800000000.0,historical
1871-03-16 12:00:00,2239077400000000.0,historical
1871-04-16 00:00:00,2239252500000000.0,historical
1871-05-16 12:00:00,2239561400000000.0,historical
1871-06-16 00:00:00,2239820900000000.0,historical
1871-07-16 12:00:00,2240092800000000.0,historical
1871-08-16 12:00:00,2240144500000000.0,historical
1871-09-16 00:00:00,2240021800000000.0,historical
1871-10-16 12:00:00,2239894600000000.0,historical
1871-11-16 00:00:00,2239787200000000.0,historical
1871-12-16 12:00:00,2239793600000000.0,historical
1872-01-16 12:00:00,2239972100000000.0,historical
1872-02-15 00:00:00,2240225500000000.0,historical
1872-03-16 12:00:00,2240457100000000.0,historical
1872-04-16 00:00:00,2240617900000000.0,historical
1872-05-16 12:00:00,2240911800000000.0,historical
1872-06-16 00:00:00,2241198000000000.0,historical
1872-07-16 12:00:00,2241482000000000.0,historical
1872-08-16 12:00:00,2241509900000000.0,historical
1872-09-16 00:00:00,2241365000000000.0,historical
1872-10-16 12:00:00,2241201800000000.0,historical
1872-11-16 00:00:00,2241188700000000.0,historical
1872-12-16 12:00:00,2241296500000000.0,historical
1873-01-16 12:00:00,2241472800000000.0,historical
1873-02-15 00:00:00,2241662000000000.0,historical
1873-03-16 12:00:00,2241874400000000.0,historical
1873-04-16 00:00:00,2242060600000000.0,historical
1873-05-16 12:00:00,2242286900000000.0,historical
1873-06-16 00:00:00,2242627400000000.0,historical
1873-07-16 12:00:00,2242907900000000.0,historical
1873-08-16 12:00:00,2243015700000000.0,historical
1873-09-16 00:00:00,2242888800000000.0,historical
1873-10-16 12:00:00,2242721200000000.0,historical
1873-11-16 00:00:00,2242670600000000.0,historical
1873-12-16 12:00:00,2242703900000000.0,historical
1874-01-16 12:00:00,2242851900000000.0,historical
1874-02-15 00:00:00,2243080800000000.0,historical
1874-03-16 12:00:00,2243284500000000.0,historical
1874-04-16 00:00:00,2243513200000000.0,historical
1874-05-16 12:00:00,2243747700000000.0,historical
1874-06-16 00:00:00,2244062600000000.0,historical
1874-07-16 12:00:00,2244417700000000.0,historical
1874-08-16 12:00:00,2244575300000000.0,historical
1874-09-16 00:00:00,2244442100000000.0,historical
1874-10-16 12:00:00,2244293600000000.0,historical
1874-11-16 00:00:00,2244293600000000.0,historical
1874-12-16 12:00:00,2244333300000000.0,historical
1875-01-16 12:00:00,2244577700000000.0,historical
1875-02-15 00:00:00,2244828300000000.0,historical
1875-03-16 12:00:00,2245063700000000.0,historical
1875-04-16 00:00:00,2245304700000000.0,historical
1875-05-16 12:00:00,2245546700000000.0,historical
1875-06-16 00:00:00,2245870500000000.0,historical
1875-07-16 12:00:00,2246233400000000.0,historical
1875-08-16 12:00:00,2246410400000000.0,historical
1875-09-16 00:00:00,2246291800000000.0,historical
1875-10-16 12:00:00,2246213500000000.0,historical
1875-11-16 00:00:00,2246150000000000.0,historical
1875-12-16 12:00:00,2246262500000000.0,historical
1876-01-16 12:00:00,2246473400000000.0,historical
1876-02-15 00:00:00,2246660500000000.0,historical
1876-03-16 12:00:00,2246931900000000.0,historical
1876-04-16 00:00:00,2247146900000000.0,historical
1876-05-16 12:00:00,2247415600000000.0,historical
1876-06-16 00:00:00,2247766400000000.0,historical
1876-07-16 12:00:00,2248120500000000.0,historical
1876-08-16 12:00:00,2248154500000000.0,historical
1876-09-16 00:00:00,2248101600000000.0,historical
1876-10-16 12:00:00,2247959700000000.0,historical
1876-11-16 00:00:00,2248022900000000.0,historical
1876-12-16 12:00:00,2248051000000000.0,historical
1877-01-16 12:00:00,2248201700000000.0,historical
1877-02-15 00:00:00,2248513200000000.0,historical
1877-03-16 12:00:00,2248754300000000.0,historical
1877-04-16 00:00:00,2248930000000000.0,historical
1877-05-16 12:00:00,2249167800000000.0,historical
1877-06-16 00:00:00,2249586700000000.0,historical
1877-07-16 12:00:00,2249872200000000.0,historical
1877-08-16 12:00:00,2249942600000000.0,historical
1877-09-16 00:00:00,2249829500000000.0,historical
1877-10-16 12:00:00,2249706000000000.0,historical
1877-11-16 00:00:00,2249692600000000.0,historical
1877-12-16 12:00:00,2249822200000000.0,historical
1878-01-16 12:00:00,2250021300000000.0,historical
1878-02-15 00:00:00,2250228900000000.0,historical
1878-03-16 12:00:00,2250491200000000.0,historical
1878-04-16 00:00:00,2250726300000000.0,historical
1878-05-16 12:00:00,2250954000000000.0,historical
1878-06-16 00:00:00,2251313300000000.0,historical
1878-07-16 12:00:00,2251727600000000.0,historical
1878-08-16 12:00:00,2251859700000000.0,historical
1878-09-16 00:00:00,2251747200000000.0,historical
1878-10-16 12:00:00,2251586800000000.0,historical
1878-11-16 00:00:00,2251568400000000.0,historical
1878-12-16 12:00:00,2251646800000000.0,historical
1879-01-16 12:00:00,2251812200000000.0,historical
1879-02-15 00:00:00,2252038000000000.0,historical
1879-03-16 12:00:00,2252264700000000.0,historical
1879-04-16 00:00:00,2252538800000000.0,historical
1879-05-16 12:00:00,2252793300000000.0,historical
1879-06-16 00:00:00,2253141000000000.0,historical
1879-07-16 12:00:00,2253454200000000.0,historical
1879-08-16 12:00:00,2253576000000000.0,historical
1879-09-16 00:00:00,2253512200000000.0,historical
1879-10-16 12:00:00,2253307600000000.0,historical
1879-11-16 00:00:00,2253316700000000.0,historical
1879-12-16 12:00:00,2253455500000000.0,historical
1880-01-16 12:00:00,2253702200000000.0,historical
1880-02-15 00:00:00,2253935200000000.0,historical
1880-03-16 12:00:00,2254163700000000.0,historical
1880-04-16 00:00:00,2254415700000000.0,historical
1880-05-16 12:00:00,2254680700000000.0,historical
1880-06-16 00:00:00,2255026700000000.0,historical
1880-07-16 12:00:00,2255371300000000.0,historical
1880-08-16 12:00:00,2255493200000000.0,historical
1880-09-16 00:00:00,2255424000000000.0,historical
1880-10-16 12:00:00,2255320600000000.0,historical
1880-11-16 00:00:00,2255367000000000.0,historical
1880-12-16 12:00:00,2255464800000000.0,historical
1881-01-16 12:00:00,2255726500000000.0,historical
1881-02-15 00:00:00,2255949000000000.0,historical
1881-03-16 12:00:00,2256240800000000.0,historical
1881-04-16 00:00:00,2256470000000000.0,historical
1881-05-16 12:00:00,2256840500000000.0,historical
1881-06-16 00:00:00,2257192700000000.0,historical
1881-07-16 12:00:00,2257537600000000.0,historical
1881-08-16 12:00:00,2257697000000000.0,historical
1881-09-16 00:00:00,2257573300000000.0,historical
1881-10-16 12:00:00,2257498000000000.0,historical
1881-11-16 00:00:00,2257500800000000.0,historical
1881-12-16 12:00:00,2257659800000000.0,historical
1882-01-16 12:00:00,2257903000000000.0,historical
1882-02-15 00:00:00,2258124200000000.0,historical
1882-03-16 12:00:00,2258435300000000.0,historical
1882-04-16 00:00:00,2258698300000000.0,historical
1882-05-16 12:00:00,2258938900000000.0,historical
1882-06-16 00:00:00,2259332000000000.0,historical
1882-07-16 12:00:00,2259694800000000.0,historical
1882-08-16 12:00:00,2259835000000000.0,historical
1882-09-16 00:00:00,2259781000000000.0,historical
1882-10-16 12:00:00,2259691000000000.0,historical
1882-11-16 00:00:00,2259649000000000.0,historical
1882-12-16 12:00:00,2259758700000000.0,historical
1883-01-16 12:00:00,2259919400000000.0,historical
1883-02-15 00:00:00,2260162000000000.0,historical
1883-03-16 12:00:00,2260356000000000.0,historical
1883-04-16 00:00:00,2260635600000000.0,historical
1883-05-16 12:00:00,2260900800000000.0,historical
1883-06-16 00:00:00,2261221600000000.0,historical
1883-07-16 12:00:00,2261541000000000.0,historical
1883-08-16 12:00:00,2261741000000000.0,historical
1883-09-16 00:00:00,2261622700000000.0,historical
1883-10-16 12:00:00,2261395000000000.0,historical
1883-11-16 00:00:00,2261371700000000.0,historical
1883-12-16 12:00:00,2261516400000000.0,historical
1884-01-16 12:00:00,2261705600000000.0,historical
1884-02-15 00:00:00,2262001200000000.0,historical
1884-03-16 12:00:00,2262172400000000.0,historical
1884-04-16 00:00:00,2262450800000000.0,historical
1884-05-16 12:00:00,2262718000000000.0,historical
1884-06-16 00:00:00,2262977000000000.0,historical
1884-07-16 12:00:00,2263370000000000.0,historical
1884-08-16 12:00:00,2263513800000000.0,historical
1884-09-16 00:00:00,2263441600000000.0,historical
1884-10-16 12:00:00,2263425800000000.0,historical
1884-11-16 00:00:00,2263418500000000.0,historical
1884-12-16 12:00:00,2263562000000000.0,historical
1885-01-16 12:00:00,2263821000000000.0,historical
1885-02-15 00:00:00,2264156400000000.0,historical
1885-03-16 12:00:00,2264376300000000.0,historical
1885-04-16 00:00:00,2264637200000000.0,historical
1885-05-16 12:00:00,2264931700000000.0,historical
1885-06-16 00:00:00,2265319000000000.0,historical
1885-07-16 12:00:00,2265685700000000.0,historical
1885-08-16 12:00:00,2265870700000000.0,historical
1885-09-16 00:00:00,2265798700000000.0,historical
1885-10-16 12:00:00,2265710400000000.0,historical
1885-11-16 00:00:00,2265721700000000.0,historical
1885-12-16 12:00:00,2265908800000000.0,historical
1886-01-16 12:00:00,2266163300000000.0,historical
1886-02-15 00:00:00,2266444600000000.0,historical
1886-03-16 12:00:00,2266681000000000.0,historical
1886-04-16 00:00:00,2266998400000000.0,historical
1886-05-16 12:00:00,2267320500000000.0,historical
1886-06-16 00:00:00,2267657400000000.0,historical
1886-07-16 12:00:00,2268077500000000.0,historical
1886-08-16 12:00:00,2268253000000000.0,historical
1886-09-16 00:00:00,2268207400000000.0,historical
1886-10-16 12:00:00,2268111000000000.0,historical
1886-11-16 00:00:00,2268205200000000.0,historical
1886-12-16 12:00:00,2268321700000000.0,historical
1887-01-16 12:00:00,2268614600000000.0,historical
1887-02-15 00:00:00,2268956600000000.0,historical
1887-03-16 12:00:00,2269268800000000.0,historical
1887-04-16 00:00:00,2269510000000000.0,historical
1887-05-16 12:00:00,2269840800000000.0,historical
1887-06-16 00:00:00,2270222000000000.0,historical
1887-07-16 12:00:00,2270592200000000.0,historical
1887-08-16 12:00:00,2270741000000000.0,historical
1887-09-16 00:00:00,2270744000000000.0,historical
1887-10-16 12:00:00,2270685600000000.0,historical
1887-11-16 00:00:00,2270768000000000.0,historical
1887-12-16 12:00:00,2270924000000000.0,historical
1888-01-16 12:00:00,2271201500000000.0,historical
1888-02-15 00:00:00,2271529300000000.0,historical
1888-03-16 12:00:00,2271781600000000.0,historical
1888-04-16 00:00:00,2272117700000000.0,historical
1888-05-16 12:00:00,2272482200000000.0,historical
1888-06-16 00:00:00,2272930800000000.0,historical
1888-07-16 12:00:00,2273307000000000.0,historical
1888-08-16 12:00:00,2273454200000000.0,historical
1888-09-16 00:00:00,2273443200000000.0,historical
1888-10-16 12:00:00,2273346600000000.0,historical
1888-11-16 00:00:00,2273436200000000.0,historical
1888-12-16 12:00:00,2273651000000000.0,historical
1889-01-16 12:00:00,2273960000000000.0,historical
1889-02-15 00:00:00,2274276000000000.0,historical
1889-03-16 12:00:00,2274537400000000.0,historical
1889-04-16 00:00:00,2274886000000000.0,historical
1889-05-16 12:00:00,2275153400000000.0,historical
1889-06-16 00:00:00,2275587500000000.0,historical
1889-07-16 12:00:00,2276014000000000.0,historical
1889-08-16 12:00:00,2276196600000000.0,historical
1889-09-16 00:00:00,2276158000000000.0,historical
1889-10-16 12:00:00,2276114700000000.0,historical
1889-11-16 00:00:00,2276105800000000.0,historical
1889-12-16 12:00:00,2276325000000000.0,historical
1890-01-16 12:00:00,2276575300000000.0,historical
1890-02-15 00:00:00,2276897700000000.0,historical
1890-03-16 12:00:00,2277193300000000.0,historical
1890-04-16 00:00:00,2277578200000000.0,historical
1890-05-16 12:00:00,2277916700000000.0,historical
1890-06-16 00:00:00,2278328500000000.0,historical
1890-07-16 12:00:00,2278755800000000.0,historical
1890-08-16 12:00:00,2278970900000000.0,historical
1890-09-16 00:00:00,2278946000000000.0,historical
1890-10-16 12:00:00,2278924000000000.0,historical
1890-11-16 00:00:00,2279016000000000.0,historical
1890-12-16 12:00:00,2279165500000000.0,historical
1891-01-16 12:00:00,2279513600000000.0,historical
1891-02-15 00:00:00,2279794100000000.0,historical
1891-03-16 12:00:00,2280053700000000.0,historical
1891-04-16 00:00:00,2280401000000000.0,historical
1891-05-16 12:00:00,2280664700000000.0,historical
1891-06-16 00:00:00,2281128000000000.0,historical
1891-07-16 12:00:00,2281565500000000.0,historical
1891-08-16 12:00:00,2281738200000000.0,historical
1891-09-16 00:00:00,2281695700000000.0,historical
1891-10-16 12:00:00,2281669400000000.0,historical
1891-11-16 00:00:00,2281722900000000.0,historical
1891-12-16 12:00:00,2281859800000000.0,historical
1892-01-16 12:00:00,2282125500000000.0,historical
1892-02-15 00:00:00,2282509400000000.0,historical
1892-03-16 12:00:00,2282809200000000.0,historical
1892-04-16 00:00:00,2283113300000000.0,historical
1892-05-16 12:00:00,2283459400000000.0,historical
1892-06-16 00:00:00,2283809000000000.0,historical
1892-07-16 12:00:00,2284218500000000.0,historical
1892-08-16 12:00:00,2284345000000000.0,historical
1892-09-16 00:00:00,2284341200000000.0,historical
1892-10-16 12:00:00,2284265700000000.0,historical
1892-11-16 00:00:00,2284296600000000.0,historical
1892-12-16 12:00:00,2284409600000000.0,historical
1893-01-16 12:00:00,2284652800000000.0,historical
1893-02-15 00:00:00,2284956200000000.0,historical
1893-03-16 12:00:00,2285263500000000.0,historical
1893-04-16 00:00:00,2285560700000000.0,historical
1893-05-16 12:00:00,2285846800000000.0,historical
1893-06-16 00:00:00,2286312800000000.0,historical
1893-07-16 12:00:00,2286667400000000.0,historical
1893-08-16 12:00:00,2286874700000000.0,historical
1893-09-16 00:00:00,2286769200000000.0,historical
1893-10-16 12:00:00,2286643300000000.0,historical
1893-11-16 00:00:00,2286693200000000.0,historical
1893-12-16 12:00:00,2286839800000000.0,historical
1894-01-16 12:00:00,2287135300000000.0,historical
1894-02-15 00:00:00,2287411300000000.0,historical
1894-03-16 12:00:00,2287724800000000.0,historical
1894-04-16 00:00:00,2288015200000000.0,historical
1894-05-16 12:00:00,2288287700000000.0,historical
1894-06-16 00:00:00,2288718000000000.0,historical
1894-07-16 12:00:00,2289105000000000.0,historical
1894-08-16 12:00:00,2289269600000000.0,historical
1894-09-16 00:00:00,2289170300000000.0,historical
1894-10-16 12:00:00,2289068000000000.0,historical
1894-11-16 00:00:00,2289057300000000.0,historical
1894-12-16 12:00:00,2289230500000000.0,historical
1895-01-16 12:00:00,2289431800000000.0,historical
1895-02-15 00:00:00,2289745800000000.0,historical
1895-03-16 12:00:00,2290036000000000.0,historical
1895-04-16 00:00:00,2290295600000000.0,historical
1895-05-16 12:00:00,2290626300000000.0,historical
1895-06-16 00:00:00,2291026600000000.0,historical
1895-07-16 12:00:00,2291402400000000.0,historical
1895-08-16 12:00:00,2291519400000000.0,historical
1895-09-16 00:00:00,2291443000000000.0,historical
1895-10-16 12:00:00,2291357300000000.0,historical
1895-11-16 00:00:00,2291368000000000.0,historical
1895-12-16 12:00:00,2291470000000000.0,historical
1896-01-16 12:00:00,2291730700000000.0,historical
1896-02-15 00:00:00,2292120200000000.0,historical
1896-03-16 12:00:00,2292270200000000.0,historical
1896-04-16 00:00:00,2292514800000000.0,historical
1896-05-16 12:00:00,2292837400000000.0,historical
1896-06-16 00:00:00,2293262000000000.0,historical
1896-07-16 12:00:00,2293629300000000.0,historical
