latitude,longitude,cLand
-89.5,285.625,0.0013019001
-89.5,286.875,0.0013019001
-89.5,288.125,0.0013019001
-89.5,289.375,0.0013019001
-89.5,290.625,0.0013019001
-89.5,291.875,0.0013019001
-89.5,293.125,0.0013019001
-89.5,294.375,0.0013019001
-89.5,295.625,0.0013019001
-89.5,296.875,0.0013019001
-89.5,298.125,0.0013019001
-89.5,299.37500000000006,0.0013019001
-89.5,300.625,0.0013019001
-89.5,301.875,0.0013019001
-89.5,303.125,0.0013019001
-89.5,304.375,0.0013019001
-89.5,305.625,0.0013019001
-89.5,306.875,0.0013019001
-89.5,308.125,0.0013019001
-89.5,309.375,0.0013019001
-89.5,310.625,0.0013019001
-89.5,311.875,0.0013019001
-89.5,313.125,0.0013019001
-89.5,314.375,0.0013019001
-89.5,315.625,0.0013019001
-89.5,316.875,0.0013019001
-89.5,318.125,0.0013019001
-89.5,319.375,0.0013019001
-89.5,320.62500000000006,0.0013019001
-89.5,321.875,0.0013019001
-89.5,323.125,0.0013019001
-89.5,324.375,0.0013019001
-89.5,325.625,0.0013019001
-89.5,326.875,0.0013019001
-89.5,328.125,0.0013019001
-89.5,329.375,0.0013019001
-89.5,330.625,0.0013019001
-89.5,331.875,0.0013019001
-89.5,333.125,0.0013019001
-89.5,334.375,0.0013019001
-89.5,335.625,0.0013019001
-89.5,336.875,0.0013019001
-89.5,338.125,0.0013019001
-89.5,339.375,0.0013019001
-89.5,340.625,0.0013019001
-89.5,341.875,0.0013019001
-89.5,343.125,0.0013019001
-89.5,344.37500000000006,0.0013019001
-89.5,345.625,0.0013019001
-89.5,346.875,0.0013019001
-89.5,348.125,0.0013019001
-89.5,349.375,0.0013019001
-89.5,350.625,0.0013019206
-89.5,351.875,0.0013019206
-89.5,353.125,0.0013019206
-89.5,354.375,0.0013019206
-89.5,355.625,0.0013019206
-89.5,356.875,0.0013019206
-89.5,358.125,0.0013019206
-89.5,359.375,0.0013019206
-88.5,0.625,0.001301912
-88.5,1.8749999999999998,0.0013019121
-88.5,3.125,0.0013019124
-88.5,4.375,0.0013019124
-88.5,5.625,0.0013019125
-88.5,6.875,0.0013019126
-88.5,8.125,0.0013019127
-88.5,9.375,0.0013019127
-88.5,10.625,0.0013019127
-88.5,11.875,0.0013019129
-88.5,13.125000000000002,0.001301913
-88.5,14.375,0.0013019132
-88.5,15.625000000000002,0.0013019133
-88.5,16.875,0.0013019134
-88.5,18.125,0.0013019134
-88.5,19.375,0.0013019134
-88.5,20.625,0.0013019135
-88.5,21.875,0.0013019136
-88.5,23.125,0.0013019138
-88.5,24.375,0.0013019142
-88.5,25.625,0.0013019154
-88.5,26.875,0.0013019165
-88.5,28.125,0.0013019172
-88.5,29.375,0.0013019178
-88.5,30.625000000000004,0.0013019189
-88.5,31.875000000000004,0.00130192
-88.5,33.125,0.0013019213
-88.5,34.375,0.0013019227
-88.5,35.625,0.0013019237
-88.5,36.875,0.0013019246
-88.5,38.125,0.0013019254
-88.5,39.375,0.001301926
-88.5,40.625,0.0013019269
-88.5,41.875,0.0013019276
-88.5,43.125,0.0013019289
-88.5,44.375,0.0013019297
-88.5,45.625,0.0013019304
-88.5,46.875,0.0013019309
-88.5,48.125,0.0013019309
-88.5,49.375,0.001301931
-88.5,50.625,0.0013019311
-88.5,51.875,0.0013019313
-88.5,53.125,0.0013019315
-88.5,54.375,0.0013019316
-88.5,55.625,0.0013019316
-88.5,56.875,0.0013019317
-88.5,58.125,0.0013019318
-88.5,59.37499999999999,0.0013019321
-88.5,60.62499999999999,0.0013019321
-88.5,61.87500000000001,0.0013019323
-88.5,63.12500000000001,0.0013019324
-88.5,64.375,0.0013019324
-88.5,65.625,0.0013019325
-88.5,66.875,0.0013019326
-88.5,68.125,0.0013019326
-88.5,69.375,0.001301933
-88.5,70.625,0.0013019331
-88.5,71.87500000000001,0.0013019332
-88.5,73.125,0.0013019331
-88.5,74.375,0.0013019333
-88.5,75.625,0.0013019334
-88.5,76.875,0.0013019335
-88.5,78.125,0.0013019337
-88.5,79.375,0.0013019338
-88.5,80.625,0.0013019367
-88.5,81.875,0.0013019365
-88.5,83.12500000000001,0.0013019362
-88.5,84.375,0.0013019361
-88.5,85.625,0.0013019359
-88.5,86.875,0.0013019359
-88.5,88.125,0.0013019358
-88.5,89.375,0.0013019356
-88.5,90.625,0.0013019354
-88.5,91.875,0.0013019353
-88.5,93.125,0.0013019353
-88.5,94.37500000000001,0.0013019351
-88.5,95.625,0.0013019348
-88.5,96.875,0.0013019346
-88.5,98.125,0.0013019345
-88.5,99.375,0.0013019342
-88.5,100.625,0.0013019339
-88.5,101.875,0.0013019338
-88.5,103.125,0.0013019337
-88.5,104.375,0.0013019337
-88.5,105.62500000000001,0.0013019334
-88.5,106.875,0.0013019331
-88.5,108.125,0.0013019327
-88.5,109.375,0.0013019326
-88.5,110.625,0.0013019323
-88.5,111.875,0.0013019318
-88.5,113.125,0.0013019315
-88.5,114.375,0.0013019308
-88.5,115.62500000000001,0.0013019296
-88.5,116.87500000000001,0.0013019287
-88.5,118.125,0.0013019262
-88.5,119.375,0.0013019254
-88.5,120.625,0.0013019239
-88.5,121.875,0.0013019224
-88.5,123.125,0.0013019205
-88.5,124.375,0.0013019185
-88.5,125.625,0.0013019174
-88.5,126.875,0.0013019157
-88.5,128.125,0.0013019142
-88.5,129.375,0.0013019127
-88.5,130.625,0.0013019113
-88.5,131.875,0.0013019092
-88.5,133.12500000000003,0.0013019071
-88.5,134.375,0.0013019053
-88.5,135.625,0.0013019033
-88.5,136.875,0.0013019025
-88.5,138.125,0.0013019023
-88.5,139.375,0.0013019021
-88.5,140.625,0.0013019025
-88.5,141.875,0.0013019025
-88.5,143.125,0.0013019023
-88.5,144.375,0.0013019021
-88.5,145.625,0.001301902
-88.5,146.875,0.0013019016
-88.5,148.125,0.0013019014
-88.5,149.375,0.0013019012
-88.5,150.625,0.0013019008
-88.5,151.875,0.001301901
-88.5,153.125,0.001301901
-88.5,154.375,0.001301901
-88.5,155.625,0.0013019007
-88.5,156.875,0.0013019004
-88.5,158.125,0.0013019001
-88.5,159.375,0.0013019001
-88.5,160.625,0.0013019
-88.5,161.875,0.0013018998
-88.5,163.125,0.0013018994
-88.5,164.375,0.0013018993
-88.5,165.625,0.0013018991
-88.5,166.875,0.0013018987
-88.5,168.125,0.0013018984
-88.5,169.375,0.0013018983
-88.5,170.625,0.001301858
-88.5,171.875,0.0013018582
-88.5,173.125,0.0013018585
-88.5,174.375,0.0013018589
-88.5,175.625,0.0013018592
-88.5,176.87500000000003,0.0013018597
-88.5,178.125,0.0013018602
-88.5,179.375,0.0013018606
-88.5,180.625,0.0013018608
-88.5,181.875,0.001301861
-88.5,183.125,0.0013018613
-88.5,184.375,0.0013018615
-88.5,185.625,0.001301862
-88.5,186.875,0.0013018624
-88.5,188.125,0.0013018626
-88.5,189.375,0.0013018632
-88.5,190.625,0.0013018635
-88.5,191.875,0.001301864
-88.5,193.125,0.0013018645
-88.5,194.375,0.001301865
-88.5,195.625,0.0013018652
-88.5,196.875,0.0013018654
-88.5,198.125,0.0013018656
-88.5,199.37500000000003,0.0013018659
-88.5,200.625,0.001301866
-88.5,201.875,0.0013018663
-88.5,203.125,0.0013018667
-88.5,204.375,0.0013018644
-88.5,205.625,0.0013018625
-88.5,206.875,0.0013018595
-88.5,208.125,0.0013018562
-88.5,209.375,0.0013018531
-88.5,210.625,0.0013018494
-88.5,211.875,0.0013018462
-88.5,213.125,0.0013018437
-88.5,214.375,0.0013018411
-88.5,215.625,0.0013018406
-88.5,216.875,0.0013018437
-88.5,218.125,0.0013018458
-88.5,219.375,0.0013018487
-88.5,220.625,0.0013018511
-88.5,221.87500000000003,0.0013018536
-88.5,223.125,0.0013018559
-88.5,224.375,0.0013018596
-88.5,225.625,0.0013018615
-88.5,226.875,0.0013018635
-88.5,228.125,0.0013018632
-88.5,229.375,0.001301863
-88.5,230.62499999999997,0.0013018625
-88.5,231.875,0.0013018616
-88.5,233.12500000000003,0.0013018615
-88.5,234.375,0.001301861
-88.5,235.62500000000003,0.0013018606
-88.5,236.875,0.00130186
-88.5,238.12500000000003,0.0013018595
-88.5,239.375,0.0013018593
-88.5,240.62500000000003,0.001301859
-88.5,241.875,0.0013018586
-88.5,243.12500000000003,0.0013018581
-88.5,244.375,0.0013018575
-88.5,245.625,0.0013018574
-88.5,246.875,0.0013018568
-88.5,248.125,0.0013018561
-88.5,249.37499999999997,0.0013018558
-88.5,250.625,0.0013018552
-88.5,251.87499999999997,0.001301855
-88.5,253.125,0.0013018543
-88.5,254.37500000000003,0.0013018539
-88.5,255.625,0.0013018538
-88.5,256.875,0.0013018536
-88.5,258.125,0.0013018531
-88.5,259.375,0.0013018526
-88.5,260.625,0.0013018625
-88.5,261.875,0.0013018632
-88.5,263.125,0.0013018638
-88.5,264.375,0.001301864
-88.5,265.625,0.0013018645
-88.5,266.875,0.0013018647
-88.5,268.125,0.0013018652
-88.5,269.375,0.0013018656
-88.5,270.625,0.001301866
-88.5,271.875,0.0013018665
-88.5,273.125,0.001301867
-88.5,274.375,0.0013018671
-88.5,275.625,0.0013018674
-88.5,276.875,0.0013018679
-88.5,278.125,0.0013018682
-88.5,279.375,0.0013018687
-88.5,280.625,0.0013018689
-88.5,281.875,0.0013018692
-88.5,283.125,0.0013018694
-88.5,284.375,0.00130187
-88.5,285.625,0.0013018703
-88.5,286.875,0.0013018706
-88.5,288.125,0.0013018711
-88.5,289.375,0.0013018714
-88.5,290.625,0.0013018716
-88.5,291.875,0.0013018718
-88.5,293.125,0.0013018725
-88.5,294.375,0.001301873
-88.5,295.625,0.0013018736
-88.5,296.875,0.0013018738
-88.5,298.125,0.0013018739
-88.5,299.37500000000006,0.0013018742
-88.5,300.625,0.0013018745
-88.5,301.875,0.0013018751
-88.5,303.125,0.0013018748
-88.5,304.375,0.0013018748
-88.5,305.625,0.0013018753
-88.5,306.875,0.0013018775
-88.5,308.125,0.0013018798
-88.5,309.375,0.001301882
-88.5,310.625,0.0013018843
-88.5,311.875,0.0013018862
-88.5,313.125,0.001301888
-88.5,314.375,0.0013018908
-88.5,315.625,0.001301893
-88.5,316.875,0.0013018943
-88.5,318.125,0.0013018943
-88.5,319.375,0.0013018943
-88.5,320.62500000000006,0.0013018941
-88.5,321.875,0.0013018941
-88.5,323.125,0.0013018941
-88.5,324.375,0.0013018938
-88.5,325.625,0.001301894
-88.5,326.875,0.0013018938
-88.5,328.125,0.0013018937
-88.5,329.375,0.0013018937
-88.5,330.625,0.0013018936
-88.5,331.875,0.0013018931
-88.5,333.125,0.0013018933
-88.5,334.375,0.0013018933
-88.5,335.625,0.0013018933
-88.5,336.875,0.0013018931
-88.5,338.125,0.0013018931
-88.5,339.375,0.0013018931
-88.5,340.625,0.0013018931
-88.5,341.875,0.001301893
-88.5,343.125,0.0013018928
-88.5,344.37500000000006,0.0013018923
-88.5,345.625,0.0013018923
-88.5,346.875,0.0013018923
-88.5,348.125,0.0013018922
-88.5,349.375,0.0013018922
-88.5,350.625,0.0013019113
-88.5,351.875,0.0013019113
-88.5,353.125,0.0013019115
-88.5,354.375,0.0013019117
-88.5,355.625,0.0013019117
-88.5,356.875,0.0013019117
-88.5,358.125,0.0013019118
-88.5,359.375,0.0013019119
-87.5,0.625,0.0013018977
-87.5,1.8749999999999998,0.0013018978
-87.5,3.125,0.001301898
-87.5,4.375,0.001301898
-87.5,5.625,0.0013018982
-87.5,6.875,0.0013018984
-87.5,8.125,0.0013018984
-87.5,9.375,0.0013018985
-87.5,10.625,0.0013018987
-87.5,11.875,0.0013019012
-87.5,13.125000000000002,0.0013019042
-87.5,14.375,0.0013019072
-87.5,15.625000000000002,0.0013019099
-87.5,16.875,0.0013019122
-87.5,18.125,0.0013019133
-87.5,19.375,0.0013019146
-87.5,20.625,0.0013019157
-87.5,21.875,0.001301917
-87.5,23.125,0.0013019177
-87.5,24.375,0.0013019186
-87.5,25.625,0.001301919
-87.5,26.875,0.0013019192
-87.5,28.125,0.0013019197
-87.5,29.375,0.0013019203
-87.5,30.625000000000004,0.0013019207
-87.5,31.875000000000004,0.0013019211
-87.5,33.125,0.0013019219
-87.5,34.375,0.001301923
-87.5,35.625,0.0013019242
-87.5,36.875,0.0013019246
-87.5,38.125,0.0013019252
-87.5,39.375,0.0013019262
-87.5,40.625,0.0013019264
-87.5,41.875,0.0013019268
-87.5,43.125,0.0013019273
-87.5,44.375,0.001301928
-87.5,45.625,0.001301928
-87.5,46.875,0.001301929
-87.5,48.125,0.0013019298
-87.5,49.375,0.0013019305
-87.5,50.625,0.0013019313
-87.5,51.875,0.0013019324
-87.5,53.125,0.0013019332
-87.5,54.375,0.0013019348
-87.5,55.625,0.0013019368
-87.5,56.875,0.0013019391
-87.5,58.125,0.0013019415
-87.5,59.37499999999999,0.0013019437
-87.5,60.62499999999999,0.0013019438
-87.5,61.87500000000001,0.0013019441
-87.5,63.12500000000001,0.0013019443
-87.5,64.375,0.0013019444
-87.5,65.625,0.0013019446
-87.5,66.875,0.0013019446
-87.5,68.125,0.0013019447
-87.5,69.375,0.0013019448
-87.5,70.625,0.001301945
-87.5,71.87500000000001,0.0013019451
-87.5,73.125,0.0013019454
-87.5,74.375,0.0013019458
-87.5,75.625,0.0013019458
-87.5,76.875,0.0013019457
-87.5,78.125,0.0013019458
-87.5,79.375,0.0013019462
-87.5,80.625,0.001301954
-87.5,81.875,0.0013019539
-87.5,83.12500000000001,0.0013019536
-87.5,84.375,0.0013019535
-87.5,85.625,0.0013019531
-87.5,86.875,0.0013019529
-87.5,88.125,0.0013019528
-87.5,89.375,0.0013019525
-87.5,90.625,0.0013019522
-87.5,91.875,0.001301952
-87.5,93.125,0.0013019517
-87.5,94.37500000000001,0.0013019515
-87.5,95.625,0.0013019514
-87.5,96.875,0.0013019512
-87.5,98.125,0.0013019512
-87.5,99.375,0.001301951
-87.5,100.625,0.001301951
-87.5,101.875,0.0013019496
-87.5,103.125,0.0013019469
-87.5,104.375,0.0013019452
-87.5,105.62500000000001,0.0013019431
-87.5,106.875,0.0013019412
-87.5,108.125,0.0013019405
-87.5,109.375,0.0013019392
-87.5,110.625,0.0013019375
-87.5,111.875,0.0013019353
-87.5,113.125,0.0013019332
-87.5,114.375,0.0013019324
-87.5,115.62500000000001,0.0013019311
-87.5,116.87500000000001,0.00130193
-87.5,118.125,0.0013019291
-87.5,119.375,0.0013019278
-87.5,120.625,0.0013019269
-87.5,121.875,0.0013019261
-87.5,123.125,0.0013019255
-87.5,124.375,0.0013019238
-87.5,125.625,0.0013019184
-87.5,126.875,0.0013019161
-87.5,128.125,0.0013019143
-87.5,129.375,0.0013019122
-87.5,130.625,0.0013019103
-87.5,131.875,0.0013019091
-87.5,133.12500000000003,0.0013019076
-87.5,134.375,0.001301906
-87.5,135.625,0.0013019048
-87.5,136.875,0.0013019028
-87.5,138.125,0.0013018998
-87.5,139.375,0.0013018961
-87.5,140.625,0.0013018929
-87.5,141.875,0.0013018898
-87.5,143.125,0.0013018871
-87.5,144.375,0.0013018817
-87.5,145.625,0.0013018766
-87.5,146.875,0.0013018707
-87.5,148.125,0.0013018644
-87.5,149.375,0.0013018592
-87.5,150.625,0.0013018581
-87.5,151.875,0.001301858
-87.5,153.125,0.0013018575
-87.5,154.375,0.0013018571
-87.5,155.625,0.0013018565
-87.5,156.875,0.0013018559
-87.5,158.125,0.0013018553
-87.5,159.375,0.001301855
-87.5,160.625,0.0013018544
-87.5,161.875,0.0013018543
-87.5,163.125,0.0013018535
-87.5,164.375,0.0013018531
-87.5,165.625,0.0013018529
-87.5,166.875,0.0013018523
-87.5,168.125,0.0013018516
-87.5,169.375,0.0013018512
-87.5,170.625,0.0013018134
-87.5,171.875,0.001301814
-87.5,173.125,0.0013018145
-87.5,174.375,0.0013018147
-87.5,175.625,0.0013018147
-87.5,176.87500000000003,0.0013018149
-87.5,178.125,0.0013018155
-87.5,179.375,0.001301816
-87.5,180.625,0.001301817
-87.5,181.875,0.0013018172
-87.5,183.125,0.0013018175
-87.5,184.375,0.0013018181
-87.5,185.625,0.0013018188
-87.5,186.875,0.0013018191
-87.5,188.125,0.0013018197
-87.5,189.375,0.0013018202
-87.5,190.625,0.0013018196
-87.5,191.875,0.0013018079
-87.5,193.125,0.0013017945
-87.5,194.375,0.0013017812
-87.5,195.625,0.0013017679
-87.5,196.875,0.0013017603
-87.5,198.125,0.0013017604
-87.5,199.37500000000003,0.0013017613
-87.5,200.625,0.0013017618
-87.5,201.875,0.0013017624
-87.5,203.125,0.0013017638
-87.5,204.375,0.0013017667
-87.5,205.625,0.0013017708
-87.5,206.875,0.0013017738
-87.5,208.125,0.0013017782
-87.5,209.375,0.0013017823
-87.5,210.625,0.0013017863
-87.5,211.875,0.0013017907
-87.5,213.125,0.001301795
-87.5,214.375,0.0013017947
-87.5,215.625,0.0013017963
-87.5,216.875,0.0013017982
-87.5,218.125,0.001301795
-87.5,219.375,0.001301792
-87.5,220.625,0.0013017887
-87.5,221.87500000000003,0.001301785
-87.5,223.125,0.0013017822
-87.5,224.375,0.0013017793
-87.5,225.625,0.001301777
-87.5,226.875,0.0013017752
-87.5,228.125,0.001301774
-87.5,229.375,0.0013017728
-87.5,230.62499999999997,0.0013017722
-87.5,231.875,0.0013017717
-87.5,233.12500000000003,0.0013017721
-87.5,234.375,0.0013017785
-87.5,235.62500000000003,0.0013017888
-87.5,236.875,0.0013017997
-87.5,238.12500000000003,0.0013018099
-87.5,239.375,0.0013018195
-87.5,240.62500000000003,0.0013018196
-87.5,241.875,0.0013018193
-87.5,243.12500000000003,0.001301819
-87.5,244.375,0.0013018188
-87.5,245.625,0.0013018185
-87.5,246.875,0.0013018182
-87.5,248.125,0.0013018177
-87.5,249.37499999999997,0.0013018174
-87.5,250.625,0.001301817
-87.5,251.87499999999997,0.0013018168
-87.5,253.125,0.0013018162
-87.5,254.37500000000003,0.0013018156
-87.5,255.625,0.0013018152
-87.5,256.875,0.0013018147
-87.5,258.125,0.0013018145
-87.5,259.375,0.0013018142
-87.5,260.625,0.0013018056
-87.5,261.875,0.0013018061
-87.5,263.125,0.0013018064
-87.5,264.375,0.001301807
-87.5,265.625,0.0013018076
-87.5,266.875,0.0013018079
-87.5,268.125,0.0013018084
-87.5,269.375,0.0013018089
-87.5,270.625,0.0013018096
-87.5,271.875,0.0013018101
-87.5,273.125,0.001301811
-87.5,274.375,0.0013018114
-87.5,275.625,0.0013018121
-87.5,276.875,0.0013018127
-87.5,278.125,0.0013018134
-87.5,279.375,0.0013018135
-87.5,280.625,0.0013018138
-87.5,281.875,0.0013018129
-87.5,283.125,0.0013018113
-87.5,284.375,0.0013018097
-87.5,285.625,0.0013018091
-87.5,286.875,0.0013018085
-87.5,288.125,0.0013018113
-87.5,289.375,0.0013018135
-87.5,290.625,0.0013018168
-87.5,291.875,0.001301819
-87.5,293.125,0.0013018221
-87.5,294.375,0.0013018246
-87.5,295.625,0.0013018277
-87.5,296.875,0.0013018313
-87.5,298.125,0.0013018347
-87.5,299.37500000000006,0.001301838
-87.5,300.625,0.0013018412
-87.5,301.875,0.0013018439
-87.5,303.125,0.0013018473
-87.5,304.375,0.0013018505
-87.5,305.625,0.0013018529
-87.5,306.875,0.0013018535
-87.5,308.125,0.0013018519
-87.5,309.375,0.0013018504
-87.5,310.625,0.0013018488
-87.5,311.875,0.0013018473
-87.5,313.125,0.0013018464
-87.5,314.375,0.0013018452
-87.5,315.625,0.001301844
-87.5,316.875,0.0013018426
-87.5,318.125,0.0013018426
-87.5,319.375,0.0013018427
-87.5,320.62500000000006,0.0013018425
-87.5,321.875,0.0013018431
-87.5,323.125,0.0013018439
-87.5,324.375,0.0013018476
-87.5,325.625,0.0013018544
-87.5,326.875,0.0013018602
-87.5,328.125,0.0013018682
-87.5,329.375,0.0013018732
-87.5,330.625,0.0013018737
-87.5,331.875,0.0013018735
-87.5,333.125,0.0013018732
-87.5,334.375,0.0013018731
-87.5,335.625,0.0013018728
-87.5,336.875,0.0013018722
-87.5,338.125,0.0013018717
-87.5,339.375,0.0013018715
-87.5,340.625,0.0013018711
-87.5,341.875,0.0013018708
-87.5,343.125,0.0013018706
-87.5,344.37500000000006,0.0013018703
-87.5,345.625,0.0013018702
-87.5,346.875,0.0013018701
